strategy,lambda,total_packets_sent,total_packets_generated,total_bytes,avg_packet_size,packets_per_second,avg_transit_time
periodic,9.6,81,81,4192,51.75308641975309,0.8163688231626358,0.0004140246913580509
periodic,9.7,82,82,4550,55.48780487804878,0.8223125935306593,0.0004439024390243552
periodic,9.8,99,99,5543,55.98989898989899,0.9949817823159194,0.00044791919191883945
periodic,9.9,90,90,4600,51.111111111111114,0.9048481850307981,0.0004088888888880307
periodic,10.0,92,92,5182,56.32608695652174,0.9238572772590872,0.0004506086956523597
threshold,0.1,9,14,506,56.22222222222222,0.0926184478846654,0.0004497777777778822
threshold,0.2,13,23,856,65.84615384615384,0.13985276455089798,0.0005267692307685278
threshold,0.3,15,25,923,61.53333333333333,0.15849443516137046,0.0004922666666667297
threshold,0.4,34,45,1673,49.205882352941174,0.3437782390186424,0.0003936470588238839
threshold,0.5,36,49,1920,53.333333333333336,0.36897873141751614,0.0004266666666667264
threshold,0.6,52,78,2966,57.03846153846154,0.5353973354147638,0.0004563076923078754
threshold,0.7,48,66,2579,53.729166666666664,0.4861368517758265,0.00042983333333350876
threshold,0.8,56,88,2911,51.982142857142854,0.5633539307418266,0.0004158571428571424
threshold,0.9,67,96,3567,53.23880597014925,0.6722422386555057,0.00042591044776109306
threshold,1.0,66,98,3597,54.5,0.6713260002849671,0.0004359999999997161
threshold,1.1,75,117,3584,47.78666666666667,0.7568626685459756,0.00038229333333346995
threshold,1.2,85,113,4500,52.94117647058823,0.8860396338885455,0.00042352941176496096
threshold,1.3,115,144,6021,52.356521739130436,1.1607931817503376,0.00041885217391254815
threshold,1.4,97,142,4929,50.81443298969072,0.9787860207253644,0.00040651546391768826
threshold,1.5,111,150,6409,57.73873873873874,1.12570209326162,0.00046190990990988077
threshold,1.6,128,182,6903,53.9296875,1.294095428173548,0.0004314374999999336
threshold,1.7,137,206,7215,52.66423357664234,1.3770974337967696,0.0004213138686127853
threshold,1.8,133,186,6637,49.902255639097746,1.3734501818073273,0.0003992180451123931
threshold,1.9,154,202,7687,49.91558441558441,1.6024025933716763,0.00039932467532459453
threshold,2.0,145,225,7891,54.42068965517242,1.4517288167374722,0.00043536551724130074
threshold,2.1,157,227,8254,52.57324840764331,1.587664696023324,0.0004205859872612263
threshold,2.2,147,225,8061,54.83673469387755,1.4795842517836928,0.0004386938775506782
threshold,2.3,166,224,8773,52.84939759036145,1.675924856125322,0.00042279518072227775
threshold,2.4,198,278,10976,55.43434343434343,1.9956084855423475,0.00044347474747505447
threshold,2.5,177,258,9619,54.344632768361585,1.789060089782673,0.00043475706214674443
threshold,2.6,183,261,9751,53.28415300546448,1.8684613778238242,0.0004262732240436799
threshold,2.7,177,260,9223,52.10734463276836,1.7708432555649738,0.00041685875706199674
threshold,2.8,213,291,11670,54.7887323943662,2.1328763697853867,0.0004383098591545823
threshold,2.9,216,298,11774,54.50925925925926,2.161272819367882,0.0004360740740739962
threshold,3.0,201,302,11052,54.985074626865675,2.0150528235732907,0.0004398805970146088
threshold,3.1,213,315,11702,54.93896713615023,2.1309571524427082,0.0004395117370889519
threshold,3.2,234,318,12269,52.43162393162393,2.3468866194369893,0.00041945299145316757
threshold,3.3,247,346,13172,53.32793522267207,2.480002798575182,0.0004266234817813519
threshold,3.4,217,311,11859,54.64976958525346,2.1933624913411056,0.0004371981566821139
threshold,3.5,237,341,11815,49.85232067510549,2.373290413167355,0.0003988185654005836
threshold,3.6,244,354,12884,52.80327868852459,2.466504914418735,0.0004224262295082497
threshold,3.7,252,379,13373,53.067460317460316,2.5237917917961417,0.00042453968253964176
threshold,3.8,275,379,14767,53.698181818181816,2.75464522784076,0.0004295854545451567
threshold,3.9,227,375,12166,53.59471365638767,2.272321823315793,0.0004287577092510973
threshold,4.0,272,397,14426,53.036764705882355,2.7218845916332413,0.00042429411764687854
threshold,4.1,294,412,15324,52.12244897959184,2.9552230654771616,0.0004169795918365492
threshold,4.2,321,449,17430,54.299065420560744,3.2197257605801397,0.0004343925233645301
threshold,4.3,278,400,14317,51.5,2.8159377592081616,0.0004119999999998713
threshold,4.4,299,443,16056,53.69899665551839,2.993263782943957,0.00042959197324401126
threshold,4.5,322,450,17574,54.577639751552795,3.221362576732891,0.0004366211180123891
threshold,4.6,345,504,18863,54.67536231884058,3.4619341881468313,0.0004374028985505457
threshold,4.7,348,489,18262,52.47701149425287,3.4893901399115315,0.0004198160919540051
threshold,4.8,326,486,17015,52.193251533742334,3.267342896779465,0.0004175460122700123
threshold,4.9,335,491,18307,54.64776119402985,3.353564095855267,0.0004371820895519779
threshold,5.0,337,479,17837,52.92878338278932,3.390773936353024,0.00042343026706211095
threshold,5.1,371,506,19293,52.00269541778976,3.7136439113863564,0.0004160215633423464
threshold,5.2,386,541,20930,54.22279792746114,3.8633274881086375,0.00043378238341952125
threshold,5.3,390,534,20211,51.823076923076925,3.910115453333132,0.0004145846153845401
threshold,5.4,371,532,19492,52.539083557951486,3.7273190479063376,0.0004203126684633725
threshold,5.5,386,551,19794,51.27979274611399,3.8621225641183763,0.0004102383419688713
threshold,5.6,396,589,21606,54.56060606060606,4.002193868163377,0.00043648484848467727
threshold,5.7,339,522,18495,54.557522123893804,3.4027322789372394,0.000436460176990996
threshold,5.8,395,580,21259,53.82025316455696,3.952940563205568,0.00043056202531646274
threshold,5.9,379,563,20497,54.08179419525066,3.793065328056881,0.0004326543535617722
threshold,6.0,377,574,20451,54.246684350132625,3.771827180472981,0.0004339734748009826
threshold,6.1,434,633,22360,51.52073732718894,4.3508908687624395,0.0004121658986175068
threshold,6.2,397,581,20462,51.541561712846345,3.991188903862561,0.0004123324937026233
threshold,6.3,386,580,20748,53.751295336787564,3.8702558677876353,0.00043001036269406845
threshold,6.4,438,620,22633,51.67351598173516,4.387117660837711,0.00041338812785364986
threshold,6.5,478,693,26520,55.48117154811715,4.811967822206924,0.0004438493723848811
threshold,6.6,473,679,25218,53.315010570824526,4.739641927730688,0.00042652008456649677
threshold,6.7,484,674,25795,53.29545454545455,4.872291675184281,0.0004263636363636687
threshold,6.8,475,709,24755,52.11578947368421,4.755383392292729,0.0004169263157894738
threshold,6.9,517,715,27911,53.986460348162474,5.196128508236435,0.00043189168278523
threshold,7.0,486,699,26159,53.825102880658434,4.873627433313311,0.000430600823045075
threshold,7.1,526,753,27783,52.81939163498099,5.285885373333236,0.00042255513307958915
threshold,7.2,524,721,27356,52.20610687022901,5.240402040626458,0.0004176488549617744
threshold,7.3,511,745,27101,53.03522504892368,5.115947119300113,0.00042428180039117715
threshold,7.4,509,708,26969,52.984282907662084,5.097349214057454,0.0004238742632610985
threshold,7.5,552,756,29261,53.00905797101449,5.526937739129741,0.0004240724637679636
threshold,7.6,500,721,26811,53.622,5.002234658833384,0.0004289759999999161
threshold,7.7,555,785,29358,52.8972972972973,5.553027529123536,0.00042317837837827215
threshold,7.8,528,750,28119,53.25568181818182,5.288187571452549,0.0004260454545454269
threshold,7.9,528,775,27759,52.57386363636363,5.280177920943158,0.00042059090909074386
threshold,8.0,510,735,27391,53.707843137254905,5.107652144068793,0.00042966274509806775
threshold,8.1,558,811,29978,53.72401433691756,5.583334366892869,0.00042979211469535566
threshold,8.2,575,806,29993,52.16173913043478,5.751488989123743,0.0004172939130433633
threshold,8.3,614,842,32059,52.21335504885994,6.142353525786939,0.0004177068403908236
threshold,8.4,575,814,30893,53.72695652173913,5.757569273594744,0.00042981565217378357
threshold,8.5,648,919,34714,53.57098765432099,6.484064241357892,0.0004285679012343876
threshold,8.6,639,910,34299,53.67605633802817,6.413327363152508,0.00042940845070420843
threshold,8.7,602,897,32634,54.2093023255814,6.041179278187357,0.00043367441860450495
threshold,8.8,596,849,31921,53.558724832214764,5.963408764999389,0.0004284697986576701
threshold,8.9,620,885,32897,53.05967741935484,6.213337707782404,0.0004244774193546956
threshold,9.0,591,884,32446,54.900169204737736,5.9246558903217235,0.000439201353637706
threshold,9.1,612,894,32697,53.4264705882353,6.1492295019832985,0.0004274117647058607
threshold,9.2,644,920,34150,53.02795031055901,6.448668538878715,0.00042422360248451046
threshold,9.3,707,961,37913,53.62517680339462,7.07789778579127,0.00042900141442703477
threshold,9.4,683,961,37618,55.07759882869693,6.8506295527429675,0.00044062079062972127
threshold,9.5,634,910,33708,53.16719242902208,6.342185458316057,0.0004253375394318778
threshold,9.6,717,996,37827,52.75732217573222,7.184349719904377,0.0004220585774057278
threshold,9.7,620,919,33257,53.64032258064516,6.224266686547929,0.00042912258064518324
threshold,9.8,719,1043,38371,53.36717663421419,7.207204318002534,0.00042693741307350277
threshold,9.9,695,991,36535,52.568345323741006,6.952835980826382,0.0004205467625898679
threshold,10.0,686,994,36886,53.76967930029154,6.860675577235429,0.0004301574344022237
temporal_aggregation,0.1,2,10,527,263.5,0.02316755583538257,0.0021080000000033294
temporal_aggregation,0.2,4,24,1307,326.75,0.04654226069329646,0.0026140000000003383
temporal_aggregation,0.3,6,32,1530,255.0,0.0766350319997058,0.002040000000000486
temporal_aggregation,0.4,10,54,2793,279.3,0.10681882504741909,0.0022343999999995035
temporal_aggregation,0.5,9,46,2500,277.77777777777777,0.09534762418049539,0.002222222222221188
temporal_aggregation,0.6,12,61,3043,253.58333333333334,0.12109197387567443,0.002028666666665272
temporal_aggregation,0.7,15,77,3842,256.1333333333333,0.15052191414306518,0.0020490666666667322
temporal_aggregation,0.8,17,86,4843,284.88235294117646,0.17229189540534043,0.002279058823529954
temporal_aggregation,0.9,17,88,4815,283.2352941176471,0.17344862242136214,0.0022658823529403994
temporal_aggregation,1.0,20,103,5578,278.9,0.20719418363814618,0.0022312000000002997
temporal_aggregation,1.1,20,104,5199,259.95,0.21648267812057057,0.0020796000000010695
temporal_aggregation,1.2,24,123,6572,273.8333333333333,0.2470989795904519,0.0021906666666654897
temporal_aggregation,1.3,28,143,7497,267.75,0.2909039163835279,0.0021420000000001833
temporal_aggregation,1.4,30,153,8145,271.5,0.30264274612254566,0.002172000000000107
temporal_aggregation,1.5,26,130,7293,280.5,0.2609105700170789,0.0022440000000002545
temporal_aggregation,1.6,27,139,6758,250.2962962962963,0.27379475975218986,0.0020023703703711065
temporal_aggregation,1.7,26,130,7124,274.0,0.26059819092989495,0.002191999999999186
temporal_aggregation,1.8,35,179,9904,282.9714285714286,0.35719111880842136,0.002263771428571358
temporal_aggregation,1.9,34,170,8939,262.9117647058824,0.3401717179817932,0.0021032941176478905
temporal_aggregation,2.0,45,225,12720,282.6666666666667,0.45177416170697104,0.0022613333333335347
temporal_aggregation,2.1,38,192,10604,279.05263157894734,0.38453846102718725,0.0022324210526318013
temporal_aggregation,2.2,46,231,12227,265.80434782608694,0.46021953123089376,0.002126434782608592
temporal_aggregation,2.3,45,225,11976,266.1333333333333,0.4500714490609037,0.0021290666666669306
temporal_aggregation,2.4,53,265,14518,273.92452830188677,0.5315347903426865,0.0021913962264152624
temporal_aggregation,2.5,49,248,13993,285.57142857142856,0.5005307264964509,0.0022845714285710805
temporal_aggregation,2.6,50,250,13469,269.38,0.500006567946196,0.0021550399999997437
temporal_aggregation,2.7,52,262,14211,273.28846153846155,0.5271448420319371,0.002186307692307996
temporal_aggregation,2.8,57,289,16119,282.7894736842105,0.5804298101425397,0.0022623157894738743
temporal_aggregation,2.9,59,299,15614,264.64406779661016,0.6140336950244202,0.0021171525423724848
temporal_aggregation,3.0,61,307,16641,272.8032786885246,0.6179675206092788,0.002182426229508128
temporal_aggregation,3.1,64,320,17207,268.859375,0.6418626438910038,0.0021508749999999133
temporal_aggregation,3.2,65,326,18236,280.55384615384617,0.6545352124736282,0.0022444307692313674
temporal_aggregation,3.3,69,345,18718,271.27536231884056,0.6924156525219013,0.0021702028985506523
temporal_aggregation,3.4,66,330,17634,267.1818181818182,0.6630079553961362,0.0021374545454540053
temporal_aggregation,3.5,66,331,17959,272.1060606060606,0.6663523807659326,0.002176848484848512
temporal_aggregation,3.6,72,361,20179,280.2638888888889,0.7213015613843987,0.002242111111111143
temporal_aggregation,3.7,69,345,19536,283.1304347826087,0.6902556486423974,0.0022650434782606954
temporal_aggregation,3.8,81,407,22683,280.037037037037,0.8147577696874484,0.0022402962962961986
temporal_aggregation,3.9,70,354,19516,278.8,0.7136315714860124,0.002230399999999899
temporal_aggregation,4.0,79,397,21992,278.37974683544303,0.7945401639381804,0.002227037974683277
temporal_aggregation,4.1,78,391,21534,276.0769230769231,0.791583353987471,0.0022086153846149234
temporal_aggregation,4.2,85,428,23642,278.1411764705882,0.8548446721452644,0.002225129411764745
temporal_aggregation,4.3,88,443,23372,265.59090909090907,0.8897780485905109,0.0021247272727271597
temporal_aggregation,4.4,83,418,23009,277.2168674698795,0.8398127905447532,0.002217734939758853
temporal_aggregation,4.5,81,409,21646,267.2345679012346,0.8212719552705612,0.002137876543210397
temporal_aggregation,4.6,88,441,23188,263.5,0.8810195644114267,0.002107999999999681
temporal_aggregation,4.7,96,480,27890,290.5208333333333,0.9680990887041233,0.0023241666666668306
temporal_aggregation,4.8,89,448,24694,277.46067415730334,0.8918244979260592,0.002219685393258394
temporal_aggregation,4.9,102,512,28769,282.04901960784315,1.028387854137469,0.0022563921568625983
temporal_aggregation,5.0,100,504,27126,271.26,1.0188124357515436,0.0021700799999998565
temporal_aggregation,5.1,103,519,28681,278.45631067961165,1.0438377875174671,0.0022276504854371612
temporal_aggregation,5.2,105,526,29436,280.34285714285716,1.0552749081394786,0.002242742857142908
temporal_aggregation,5.3,111,556,30458,274.39639639639637,1.1154964912804337,0.002195171171171004
temporal_aggregation,5.4,105,527,28364,270.1333333333333,1.0563687334531866,0.0021610666666666985
temporal_aggregation,5.5,107,537,28502,266.3738317757009,1.080033114853707,0.0021309906542056945
temporal_aggregation,5.6,111,556,31315,282.1171171171171,1.1206092864249089,0.0022569369369369184
temporal_aggregation,5.7,115,577,30460,264.8695652173913,1.1533733875428471,0.0021189565217391054
temporal_aggregation,5.8,116,580,32310,278.5344827586207,1.1600344757685854,0.0022282758620687476
temporal_aggregation,5.9,117,589,31284,267.38461538461536,1.1733721380357491,0.0021390769230767823
temporal_aggregation,6.0,115,576,31031,269.83478260869566,1.1548932350853651,0.0021586782608693815
temporal_aggregation,6.1,127,636,34595,272.40157480314963,1.279267420549798,0.002179212598425189
temporal_aggregation,6.2,120,603,32057,267.14166666666665,1.2120745027260922,0.002137133333333425
temporal_aggregation,6.3,124,621,35788,288.61290322580646,1.2405790153776628,0.002308903225805954
temporal_aggregation,6.4,135,677,37186,275.45185185185187,1.3567760098178396,0.002203614814815146
temporal_aggregation,6.5,128,641,35894,280.421875,1.2803815815289583,0.0022433750000004212
temporal_aggregation,6.6,126,633,34936,277.26984126984127,1.2661677536492562,0.0022181587301584285
temporal_aggregation,6.7,129,647,37356,289.5813953488372,1.2948978651747594,0.0023166511627904073
temporal_aggregation,6.8,145,729,39555,272.7931034482759,1.4552279073465595,0.002182344827586143
temporal_aggregation,6.9,143,719,39414,275.6223776223776,1.4361525546987846,0.002204979020978856
temporal_aggregation,7.0,147,735,39907,271.4761904761905,1.4703209813584144,0.0021718095238093833
temporal_aggregation,7.1,146,731,39628,271.4246575342466,1.4627822204496612,0.0021713972602746354
temporal_aggregation,7.2,141,705,39436,279.68794326241135,1.4101641708824049,0.0022375035460993386
temporal_aggregation,7.3,148,740,42099,284.4527027027027,1.4801040630189188,0.0022756216216214533
temporal_aggregation,7.4,146,730,41196,282.16438356164383,1.460771353349188,0.0022573150684930456
temporal_aggregation,7.5,139,695,37967,273.1438848920863,1.3913240912036324,0.0021851510791370127
temporal_aggregation,7.6,157,785,44303,282.18471337579615,1.5770239205439065,0.0022574777070061437
temporal_aggregation,7.7,155,779,41432,267.3032258064516,1.5571171509259247,0.0021384258064513556
temporal_aggregation,7.8,163,816,44464,272.7852760736196,1.6357665584049865,0.002182282208588797
temporal_aggregation,7.9,149,745,41552,278.8724832214765,1.4984322919299413,0.002230979865771806
temporal_aggregation,8.0,157,788,43709,278.4012738853503,1.5757114609566478,0.0022272101910830308
temporal_aggregation,8.1,159,796,43059,270.811320754717,1.5903846996030997,0.0021664905660379852
temporal_aggregation,8.2,167,838,45712,273.7245508982036,1.6793106317002313,0.0021897964071854316
temporal_aggregation,8.3,166,834,46251,278.62048192771084,1.6673495888818874,0.0022289638554215535
temporal_aggregation,8.4,172,862,48682,283.0348837209302,1.7238961275631555,0.0022642790697679285
temporal_aggregation,8.5,169,845,46225,273.5207100591716,1.6901905462122906,0.0021881656804735184
temporal_aggregation,8.6,178,893,48390,271.85393258426967,1.7885661449945953,0.0021748314606743918
temporal_aggregation,8.7,181,909,49273,272.22651933701655,1.817614253046974,0.002177812154696127
temporal_aggregation,8.8,182,911,52213,286.88461538461536,1.8224086842617349,0.00229507692307678
temporal_aggregation,8.9,174,873,47794,274.67816091954023,1.7528285766808944,0.002197425287356083
temporal_aggregation,9.0,178,894,47896,269.07865168539325,1.7915269503509188,0.0021526292134830386
temporal_aggregation,9.1,181,907,49203,271.83977900552486,1.8194885658901152,0.0021747182320439678
temporal_aggregation,9.2,181,907,48943,270.4033149171271,1.8111658617282074,0.002163226519337139
temporal_aggregation,9.3,183,918,51476,281.2896174863388,1.846732573573232,0.0022503169398907065
temporal_aggregation,9.4,184,920,51421,279.4619565217391,1.843708499858759,0.0022356956521740923
temporal_aggregation,9.5,199,996,55036,276.56281407035175,1.9946299466238504,0.0022125025125626016
temporal_aggregation,9.6,189,946,52541,277.994708994709,1.8939884504019886,0.0022239576719576093
temporal_aggregation,9.7,204,1021,54877,269.0049019607843,2.040830579218389,0.002152039215686283
temporal_aggregation,9.8,199,999,55406,278.4221105527638,1.996941599998778,0.002227376884422094
temporal_aggregation,9.9,187,938,51446,275.11229946524065,1.874413628388087,0.002200898395721841
temporal_aggregation,10.0,198,991,55281,279.1969696969697,1.981573270273869,0.002233575757575631
